Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
12671,Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0,0,0
12672,Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991,Action,Konami Digital Entertainment,0,0,0.06,0
12673,Gormiti: The Lords of Nature!,DS,2010,Adventure,Konami Digital Entertainment,0.05,0,0,0
12674,The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01
12675,Pucca Power Up,DS,2011,Platform,Rising Star Games,0.04,0.02,0,0
12676,Resident Evil 2,GC,2003,Action,Capcom,0.04,0.01,0,0
12677,MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive,0.05,0,0,0
12678,Real Soccer 2009,DS,2008,Sports,Ubisoft,0.05,0,0,0
12679,World Championship Athletics,Wii,2009,Sports,DTP Entertainment,0.04,0.01,0,0
12680,The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,0.03,0.02,0,0
12681,Yomawari,PSV,2015,Adventure,Nippon Ichi Software,0,0,0.06,0
12682,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,0,0,0.05,0
12683,Jumble Madness,DS,2009,Puzzle,Destineer,0.06,0,0,0
12684,Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.05,0,0,0
12686,Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,0.01,0.04,0,0.01
12687,Minna no Sukkiri,PSP,2009,Sports,Sony Computer Entertainment,0,0,0.06,0
12688,Scurge: Hive,DS,2006,Action,SouthPeak Games,0.05,0,0,0
12689,Catwoman,XB,2004,Action,Electronic Arts,0.04,0.01,0,0
12690,Murdered: Soul Suspect,PC,2014,Action,Square Enix,0,0.05,0,0.01
12691,Romance of the Three Kingdoms 13,PS4,2015,Action,Tecmo Koei,0.01,0,0.05,0
12692,Noddy in Toyland,DS,2011,Misc,GSP,0,0.05,0,0.01
12693,Aquarium by DS,DS,2008,Simulation,Mercury Games,0.05,0,0,0
12694,Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0,0,0.06,0
12695,Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0,0
12696,Burning Rangers,SAT,1998,Platform,Sega,0,0,0.06,0
12697,Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0,0.01
12698,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010,Action,Takara Tomy,0,0,0.06,0
12699,Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,0.03,0.02,0,0
12700,Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,0.04,0.02,0,0
12701,Animorphs: Shattered Reality,PS,2000,Action,Infogrames,0.03,0.02,0,0
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,0,0,0.06,0
12703,Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,Sports,DigiCube,0,0,0.06,0
12704,PopStar Guitar,Wii,2008,Misc,Midway Games,0.03,0.03,0,0.01
12705,Mirror's Edge,PC,2009,Platform,Electronic Arts,0,0.05,0,0.01
12706,Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0,0,0
12707,Terminator 3: Rise of the Machines,GBA,2003,Action,Atari,0.04,0.02,0,0
12708,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006,Misc,Sega,0,0,0.06,0
12709,Mayhem 3D,PS3,2011,Racing,Evolved Games,0.05,0,0,0.01
12710,G1 Jockey 2,PS2,2000,Sports,Tecmo Koei,0,0,0.06,0
12712,Constantine,XB,2005,Action,SCi,0.04,0.01,0,0
12713,Chaos Rings III,PSV,2014,Role-Playing,Square Enix,0,0,0.06,0
12714,Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,0.04,0.01,0,0
12715,Senritsu no Stratus,PSP,2011,Role-Playing,Konami Digital Entertainment,0,0,0.06,0
12716,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009,Fighting,Takara Tomy,0,0,0.06,0
12717,Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Nippon Ichi Software,0.05,0,0,0
12718,Titan Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0,0.01
12719,Wantame Fortune Channel,DS,2007,Misc,Capcom,0,0,0.06,0
12720,Evangelion: Jo,PSP,2009,Action,Namco Bandai Games,0,0,0.06,0
12721,Bleach: Blade Battlers 2nd,PS2,2007,Fighting,Sony Computer Entertainment,0,0,0.06,0
12722,Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.03,0.02,0,0.01
12723,Kamen Rider Kabuto,PS2,2006,Action,Namco Bandai Games,0,0,0.06,0
12724,Men in Black The Series: Crashdown,PS,2001,Shooter,Infogrames,0.03,0.02,0,0
12725,Zero Divide,PS,1995,Fighting,Ocean,0.03,0.02,0,0
12726,FIFA Street,GC,2005,Sports,Electronic Arts,0.04,0.01,0,0
12727,Tsugunai: Atonement,PS2,2001,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0
12728,Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01
12729,Lost Kingdoms II,GC,2003,Role-Playing,Activision,0.04,0.01,0,0
12730,Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,0.04,0.01,0,0
12731,Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0,0.01
12732,Dungeon Keeper 2,PC,1999,Action,Electronic Arts,0,0.05,0,0.01
12733,Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.04,0.01,0,0
12734,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0,0.05,0,0.01
12735,Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007,Role-Playing,Tecmo Koei,0,0,0.06,0
12736,Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,0.05,0,0,0
12737,Pro Yaky? Spirits 2012,PSV,2012,Sports,Konami Digital Entertainment,0,0,0.06,0
12738,Samurai Warriors 4: Empires,PS3,2015,Action,Tecmo Koei,0,0,0.06,0
12739,Point Blank DS (US sales),DS,2006,Shooter,Atari,0.05,0,0,0
12740,FIFA Soccer 06,DS,2005,Sports,Electronic Arts,0.05,0,0,0
12741,SD Gundam G Generation Wars,Wii,2009,Strategy,Namco Bandai Games,0,0,0.06,0
12742,Broken Sword II: The Smoking Mirror,PS,1997,Adventure,Sony Computer Entertainment,0.03,0.02,0,0
12743,Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.03,0.02,0,0.01
12744,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012,Action,Idea Factory,0,0,0.06,0
12745,Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,0.04,0.01,0,0
12746,Doki-Doki Universe,PSV,2013,Adventure,Sony Computer Entertainment,0.01,0.04,0,0.01
12747,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,D3Publisher,0,0,0.06,0
12748,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,Codemasters,0.03,0.02,0,0.01
12749,Girls RPG: Cinderellife,3DS,2012,Role-Playing,Level 5,0,0,0.06,0
12750,Dr. Muto,XB,2002,Platform,Midway Games,0.04,0.01,0,0
12752,Gothic 3,PC,2006,Role-Playing,JoWood Productions,0,0.05,0,0.01
12753,Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01
12754,Scrabble Blast!,GBA,2005,Misc,Zoo Digital Publishing,0.04,0.01,0,0
12755,Dino Pets,DS,2009,Simulation,Avanquest,0.05,0,0,0
12756,Fate/Stay Night [Réalta Nua],PSV,2012,Adventure,Kadokawa Shoten,0,0,0.06,0
12757,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010,Adventure,O-Games,0.02,0.03,0,0.01
12758,Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,0,0,0.06,0
12759,Kid Fit Island Resort,Wii,2010,Sports,Avanquest,0.05,0,0,0
12760,The Lord of the Rings: Aragorn's Quest,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01
12761,Roogoo Twisted Towers,Wii,2009,Puzzle,SouthPeak Games,0.05,0,0,0
12762,Doraemon 4: Nobita to Toki no Okoku,SNES,1995,Platform,Epoch,0,0,0.06,0
12763,Myst,SAT,1994,Adventure,Sunsoft,0,0,0.06,0
12764,F1 2010,PC,2010,Racing,Codemasters,0,0.05,0,0.01
12765,Toaru Kagaku no Chou Denjihou,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.06,0
12766,Starwinder: The Ultimate Space Race,PS,1996,Racing,Mindscape,0.03,0.02,0,0
12767,The Lost Chronicles of Zerzura,PC,2012,Adventure,DTP Entertainment,0,0.05,0,0.01
12768,Ski Region Simulator,PC,2011,Simulation,Excalibur Publishing,0,0.05,0,0.01
12769,Angelique Trois,PS2,2000,Adventure,Tecmo Koei,0,0,0.06,0
12770,Dreamer Series: Babysitter,DS,2009,Simulation,Deep Silver,0.05,0,0,0
12771,Diva Girls: Divas on Ice,DS,2009,Sports,505 Games,0.05,0,0,0
12772,Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,Nintendo,0,0,0.05,0
12773,A-Train 6,PS2,2000,Strategy,Midas Interactive Entertainment,0,0,0.06,0
12774,Meitantei Conan: Tantei Ryoku Trainer,DS,2007,Misc,Namco Bandai Games,0,0,0.06,0
12775,MotoGP,GBA,2002,Racing,THQ,0.04,0.01,0,0
12776,ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01
12777,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009,Sports,Konami Digital Entertainment,0,0,0.06,0
12778,KimiKiss (ebKore+),PS2,2008,Adventure,Enterbrain,0,0,0.06,0
12779,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0,0
12780,NBA Live 07,XB,2006,Sports,Electronic Arts,0.04,0.01,0,0
12781,Choro Q Marine: Q Boat,PS,1998,Racing,Takara,0,0,0.05,0
12782,GunPey,PSP,2006,Puzzle,Atari,0.05,0,0,0.01
12783,BattleBots: Beyond the BattleBox,GBA,2002,Action,Vivendi Games,0.04,0.01,0,0
12784,MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01
12785,Yuugen Gaisha Brave Company,3DS,2011,Strategy,Namco Bandai Games,0,0,0.06,0
12786,Mighty Beanz: Pocket Puzzles,GBA,2004,Puzzle,Majesco Entertainment,0.04,0.01,0,0
12787,Ken to Mahou to Gakuen Mono. 3D,3DS,2011,Role-Playing,Acquire,0,0,0.06,0
12788,History Great Empires: Rome,DS,2009,Strategy,Black Bean Games,0.05,0,0,0
12789,The King of Fighters '96,NG,1996,Fighting,SNK,0,0,0.06,0
12790,Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01
12791,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008,Simulation,Creative Core,0,0,0.06,0
12792,Backyard NFL Football '08,PS2,2007,Sports,Atari,0.03,0.02,0,0.01
12793,Coraline,Wii,2009,Action,D3Publisher,0.05,0,0,0
12794,Gunbird,SAT,1995,Shooter,Atlus,0,0,0.06,0
12795,Imagine: Party Planner,DS,2009,Simulation,Ubisoft,0.05,0,0,0
12796,Dream C Club Portable,PSP,2010,Simulation,D3Publisher,0,0,0.06,0
12797,Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0,0
12798,Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0,0
12799,Space Chimps,DS,2008,Platform,Brash Entertainment,0.05,0,0,0
12800,Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.04,0,0,0.01
12801,WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,Acclaim Entertainment,0.03,0.02,0,0
12802,Handball 16,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01
12803,Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,Activision,0.04,0.01,0,0
12804,Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0,0.03,0
12805,Mega Man 8 Anniversary Collector's Edition,SAT,1997,Platform,Capcom,0,0,0.06,0
12806,V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0,0.01
12807,Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0,0,0.06,0
12808,Whiplash,XB,2003,Racing,Eidos Interactive,0.04,0.01,0,0
12810,Pro Yakyuu Famista 2011,3DS,2011,Sports,Namco Bandai Games,0,0,0.06,0
12811,Impact Racing,PS,1996,Racing,JVC,0.03,0.02,0,0
12812,My Horse & Me: Riding for Gold,Wii,2008,Sports,Atari,0.04,0.02,0,0
12813,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,0.05,0,0,0
12814,Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0,0
12815,SeaBlade,XB,2002,Shooter,TDK Mediactive,0.04,0.01,0,0
12816,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000,Sports,Konami Digital Entertainment,0,0,0.06,0
12817,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,0.03,0.02,0,0.01
12818,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010,Role-Playing,Atlus,0,0,0.06,0
12819,Activision Hits: Remixed,PSP,2006,Misc,Activision,0.05,0,0,0
12820,Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0,0,0
12821,Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0,0,0
12822,MotoGP 4 - Official Game of MotoGP,PS2,2005,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01
12823,Legend of Kay,WiiU,2015,Action,Nordic Games,0.03,0.02,0,0
12824,Kyoukai Senjou no Horizon Portable,PSP,2013,Adventure,Kadokawa Shoten,0,0,0.05,0
12825,4 Elements,PC,2009,Puzzle,Mastertronic,0,0.04,0,0.01
12826,Shining Force III: Scenario 2,SAT,1998,Strategy,Sega,0,0,0.05,0
12828,Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0,0.04,0,0.01
12829,Worms World Party,GBA,2002,Strategy,Ubisoft,0.04,0.01,0,0
12830,Medabots: Metabee,GBA,2002,Role-Playing,Natsume,0.04,0.01,0,0
12831,Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0,0.04,0,0.01
12832,NHL Legacy,X360,2015,Action,Electronic Arts,0.05,0,0,0.01
12833,Final Fight: Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0,0.01
12834,Speed Kings,XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0,0
12835,Drivers Ed Portable,DS,2008,Misc,JoWood Productions,0.05,0,0,0
12836,Rebelstar: Tactical Command,GBA,2005,Strategy,Atari,0.04,0.01,0,0
12838,IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0,0.04,0,0.01
12839,Gladiator: Sword of Vengeance,XB,2003,Action,Acclaim Entertainment,0.04,0.01,0,0
12840,Unsolved Crimes,DS,2008,Adventure,Empire Interactive,0.04,0.01,0,0
12841,Minna to Kimi no Piramekino!,DS,2010,Misc,Namco Bandai Games,0,0,0.05,0
12842,Virtua Tennis 3,PSP,2007,Sports,Sega,0.02,0.03,0,0.01
12843,Bombastic,PS2,2002,Puzzle,Capcom,0.03,0.02,0,0.01
12844,Xiaolin Showdown,DS,2006,Action,Konami Digital Entertainment,0.05,0,0,0
12845,NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,0.03,0.02,0,0
12846,Olympic Soccer: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.03,0.02,0,0
12847,Lernerfolg Vorschule: Capt'n Sharky,DS,2009,Misc,Tivola,0,0.05,0,0.01
12848,Samurai Dou Portable,PSP,2008,Action,Spike,0,0,0.05,0
12849,Princess on Ice,DS,2008,Sports,505 Games,0.04,0.01,0,0
12850,Countdown: The Game,Wii,2009,Puzzle,Mindscape,0,0.05,0,0
12851,Phantasy Star Online Episode I & II Plus,GC,2003,Role-Playing,Sega,0.04,0.01,0,0
12852,Samurai Warriors 4: Empires,PSV,2015,Action,Tecmo Koei,0,0,0.05,0
12853,DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.04,0,0.01
12854,Front Mission 2089: Border of Madness,DS,2008,Strategy,Square Enix,0,0,0.05,0
12855,Miracle Girls Festival,PSV,2015,Misc,Sega,0,0,0.05,0
12856,Dual Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01
12857,7 Wonders: Treasures of Seven,DS,2011,Puzzle,Avanquest,0.02,0.03,0,0.01
12858,NFL Quarterback Club 2002,GC,2001,Sports,Acclaim Entertainment,0.04,0.01,0,0
12859,Saki: Zenkoku-hen,PSV,2015,Misc,Kaga Create,0,0,0.05,0
12860,Mister Slime,DS,2008,Action,SouthPeak Games,0.05,0,0,0
12861,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,Aksys Games,0.01,0,0.04,0
12862,"Murder, She Wrote",PC,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01
12863,Virtual Villagers: A New Home,DS,2010,Simulation,PQube,0.04,0.01,0,0
12864,Wing Commander: Prophecy,GBA,2003,Simulation,"Destination Software, Inc",0.04,0.01,0,0
12865,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.03,0.02,0,0.01
12866,Learn Science,DS,2010,Misc,DreamCatcher Interactive,0.05,0,0,0
12867,Sega Soccer Slam,XB,2002,Sports,Sega,0.04,0.01,0,0
12868,Hakuouki: Reimeiroku,PS2,2010,Adventure,Idea Factory,0,0,0.05,0
12869,Vertigo,Wii,2009,Strategy,Playlogic Game Factory,0.05,0,0,0
12870,Blood Omen 2,GC,2002,Action,Eidos Interactive,0.04,0.01,0,0
12872,Shin Sangoku Musou 5 Empires,PSP,2010,Action,Tecmo Koei,0,0,0.05,0
12873,Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0,0,0
12874,Carve,XB,2004,Racing,Global Star,0.04,0.01,0,0
12875,BlowOut,XB,2003,Shooter,Zoo Digital Publishing,0.04,0.01,0,0
12876,McDROID,PSP,2011,Strategy,Namco Bandai Games,0,0,0.05,0
12877,GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,Spike,0,0,0.05,0
12878,WTA Tour Tennis,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01
12879,Bottom of the 9th '99,PS,1998,Sports,Konami Digital Entertainment,0.03,0.02,0,0
12880,Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0,0
12882,Famicom Mini: Dig Dug,GBA,2004,Puzzle,Namco Bandai Games,0,0,0.05,0
12883,FIFA Soccer 2003,GBA,2002,Sports,Electronic Arts,0.04,0.01,0,0
12884,Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,0.03,0.02,0,0.01
12885,Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,Little Orbit,0.03,0.02,0,0
12886,Defendin' De Penguin,Wii,2008,Strategy,Zushi Games,0.05,0,0,0
12887,Bleach: Blade Battlers,PS2,2006,Fighting,Sony Computer Entertainment,0,0,0.05,0
12888,Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01
12889,Goosebumps: The Game,3DS,2015,Adventure,WayForward Technologies,0.05,0,0,0.01
12890,MLB SlugFest 2006,XB,2006,Sports,Midway Games,0.04,0.01,0,0
12891,Rockin' Pretty,DS,2009,Misc,Arc System Works,0.05,0,0,0
12892,Jake Power: Policeman,DS,2008,Adventure,Ubisoft,0.05,0,0,0
12893,Samurai Warriors 4-II,PSV,2015,Action,Tecmo Koei,0,0,0.05,0
12894,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006,Misc,Sega,0,0,0.05,0
12895,UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,0.04,0.01,0,0
12896,Lufia: The Ruins of Lore,GBA,2002,Role-Playing,Taito,0.04,0.01,0,0
12897,Major Minor's Majestic March,Wii,2009,Misc,Majesco Entertainment,0.05,0,0,0
12898,Shaman King: Soul Fight,GC,2003,Platform,Namco Bandai Games,0,0,0.05,0
12899,Samurai Deeper Kyo,PS,2002,Fighting,Namco Bandai Games,0,0,0.05,0
12900,Samantha Swift and the Hidden Roses of Athena,DS,2010,Adventure,Unknown,0.04,0.01,0,0
12902,Medabots: Infinity,GC,2003,Role-Playing,Ubisoft,0.04,0.01,0,0
12903,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01
12904,Zapper: One Wicked Cricket!,XB,2002,Platform,Infogrames,0.04,0.01,0,0
12905,Jirou Akagawa: Majotachi no Nemuri,SNES,1995,Adventure,Pack-In-Video,0,0,0.05,0
12906,Arcana Heart 3,X360,2011,Fighting,PQube,0,0.03,0.02,0
12907,Bust-A-Bloc,PS2,2002,Puzzle,Midas Interactive Entertainment,0,0,0.05,0
12908,Sitting Ducks,PS2,2003,Platform,LSP Games,0.03,0.02,0,0.01
12909,Puyo Puyo 7,Wii,2009,Puzzle,Sega,0,0,0.05,0
12910,Animal Planet: Vet Collection,DS,2010,Simulation,Activision,0.05,0,0,0
12911,Imagine Animal Doctor Care Center,DS,2010,Simulation,Ubisoft,0.05,0,0,0
12912,Rugby 15,X360,2015,Sports,Bigben Interactive,0,0.05,0,0
12913,NFL Blitz Pro,XB,2003,Sports,Midway Games,0.04,0.01,0,0
12914,Major League Baseball 2K11,PSP,2011,Sports,Take-Two Interactive,0.05,0,0,0
12916,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Misc,Namco Bandai Games,0,0,0.05,0
12918,New Prince of Tennis: Go to the Top,3DS,2015,Action,FuRyu,0,0,0.05,0
12919,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,0,0,0.05,0
12920,Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,Tecmo Koei,0,0,0.05,0
12921,Hi-Octane: The Track Fights Back!,PS,1995,Racing,Electronic Arts,0.03,0.02,0,0
12922,Venetica,PC,2009,Role-Playing,DTP Entertainment,0,0.04,0,0.01
12923,Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,0.05,0,0,0
12925,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,0.04,0.01,0,0
12926,TrackMania Turbo: Build to Race,DS,2010,Racing,Ubisoft,0.03,0.02,0,0.01
12928,Domino Rally,Wii,2007,Action,Nordcurrent,0.05,0,0,0
12929,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Role-Playing,Epoch,0,0,0.05,0
12930,Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,0.03,0.02,0,0.01
12933,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007,Action,Takara Tomy,0,0,0.05,0
12935,Chaos;Child,PSV,2015,Adventure,5pb,0,0,0.05,0
12936,Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,0.03,0.02,0,0
12937,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,0,0,0.05,0
12938,Dengeki Gakuen RPG: Cross of Venus,DS,2009,Role-Playing,ASCII Media Works,0,0,0.05,0
12939,Judge Dredd,PS,1997,Platform,Gremlin Interactive Ltd,0.03,0.02,0,0
12941,Minna no Ennichi,3DS,2012,Action,Namco Bandai Games,0,0,0.05,0
12942,Winning Post 8,PS3,2014,Racing,Tecmo Koei,0,0,0.05,0
12943,King Arthur,XB,2004,Action,Konami Digital Entertainment,0.04,0.01,0,0
12944,DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0,0.05,0,0.01
12945,Bass Rise,PS,1999,Sports,Namco Bandai Games,0.03,0.02,0,0
12946,UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0,0
12947,Dynamite Headdy,GEN,1993,Platform,Sega,0,0,0.05,0
12948,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0,0.01
12949,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,0,0,0.05,0
12950,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0,0,0.01
12951,Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,0,0,0.05,0
12952,Dragon's Lair 3D: Return to the Lair,XB,2002,Platform,Ubisoft,0.04,0.01,0,0
12953,Growlanser: Heritage of War (jp sales),PS2,2006,Role-Playing,Rising Star Games,0,0,0.05,0
12954,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0,0.05,0,0.01
12955,Myst IV: Revelation,XB,2005,Adventure,Ubisoft,0.04,0.01,0,0
12957,Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,0.05,0,0,0
12958,Pachinko Wars II,SNES,1993,Misc,Coconuts Japan,0,0,0.05,0
12959,Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,0.05,0,0,0
12960,Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0,0,0.01
12961,The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,Arika,0.03,0.02,0,0.01
12962,Omega Labyrinth,PSV,2015,Role-Playing,D3Publisher,0,0,0.05,0
12963,Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,0.05,0,0,0
12964,Cities in Motion,PC,2011,Simulation,Paradox Interactive,0,0.04,0,0.01
12965,Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0,0,0
12966,Virtua Striker 2002,GC,2002,Sports,Sega,0.01,0,0.03,0
12967,Kamen Rider: Dragon Knight,DS,2009,Fighting,D3Publisher,0.05,0,0,0
12968,Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0,0
12969,Taito Legends Power Up,PSP,2007,Action,Destineer,0.05,0,0,0
12970,Fate/Unlimited Codes Portable,PSP,2009,Fighting,Capcom,0,0,0.05,0
12971,Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0,0.02,0.01
12972,Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0,0.01,0
12973,Game no Kanzume Vol 2,SCD,1994,Misc,Sega,0,0,0.05,0
12974,Disney's PK: Out of the Shadows,GC,2002,Platform,Ubisoft,0.04,0.01,0,0
12975,Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.05,0,0,0
12976,JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006,Action,Namco Bandai Games,0,0,0.05,0
12977,The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,0,0,0.05,0
12978,PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0,0,0
12979,Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,0,0.05,0,0
12980,Powerdrome,PS2,2004,Racing,Evolved Games,0.03,0.02,0,0.01
12981,Dreamer Series: Puppy Trainer,DS,2008,Simulation,DreamCatcher Interactive,0.05,0,0,0
